"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2020-08",99.08943,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2020-09",99.42941,
"ZAF","CLI","AMPLITUD","LTRENDIDX","M","2019-01",99.84964,
"ZAF","CLI","AMPLITUD","LTRENDIDX","M","2019-02",99.80538,
"ZAF","CLI","AMPLITUD","LTRENDIDX","M","2019-03",99.76611,
"ZAF","CLI","AMPLITUD","LTRENDIDX","M","2019-04",99.72326,
"ZAF","CLI","AMPLITUD","LTRENDIDX","M","2019-05",99.6785,
"ZAF","CLI","AMPLITUD","LTRENDIDX","M","2019-06",99.63956,
"ZAF","CLI","AMPLITUD","LTRENDIDX","M","2019-07",99.60729,
"ZAF","CLI","AMPLITUD","LTRENDIDX","M","2019-08",99.59458,
"ZAF","CLI","AMPLITUD","LTRENDIDX","M","2019-09",99.60777,
"ZAF","CLI","AMPLITUD","LTRENDIDX","M","2019-10",99.63631,
"ZAF","CLI","AMPLITUD","LTRENDIDX","M","2019-11",99.66753,
"ZAF","CLI","AMPLITUD","LTRENDIDX","M","2019-12",99.69434,
"ZAF","CLI","AMPLITUD","LTRENDIDX","M","2020-01",99.71327,
"ZAF","CLI","AMPLITUD","LTRENDIDX","M","2020-02",99.72592,
"ZAF","CLI","AMPLITUD","LTRENDIDX","M","2020-03",96.71268,
"ZAF","CLI","AMPLITUD","LTRENDIDX","M","2020-04",93.27387,
"ZAF","CLI","AMPLITUD","LTRENDIDX","M","2020-05",94.45715,
"ZAF","CLI","AMPLITUD","LTRENDIDX","M","2020-06",96.86375,
"ZAF","CLI","AMPLITUD","LTRENDIDX","M","2020-07",97.90455,
"ZAF","CLI","AMPLITUD","LTRENDIDX","M","2020-08",98.56733,
"ISR","CLI","AMPLITUD","LTRENDIDX","M","2019-01",100.2859,
"ISR","CLI","AMPLITUD","LTRENDIDX","M","2019-02",100.2473,
"ISR","CLI","AMPLITUD","LTRENDIDX","M","2019-03",100.2262,
"ISR","CLI","AMPLITUD","LTRENDIDX","M","2019-04",100.1952,
"ISR","CLI","AMPLITUD","LTRENDIDX","M","2019-05",100.1411,
"ISR","CLI","AMPLITUD","LTRENDIDX","M","2019-06",100.0742,
"ISR","CLI","AMPLITUD","LTRENDIDX","M","2019-07",100.0067,
"ISR","CLI","AMPLITUD","LTRENDIDX","M","2019-08",99.96014,
"ISR","CLI","AMPLITUD","LTRENDIDX","M","2019-09",99.97048,
"ISR","CLI","AMPLITUD","LTRENDIDX","M","2019-10",100.0208,
"ISR","CLI","AMPLITUD","LTRENDIDX","M","2019-11",100.0506,
"ISR","CLI","AMPLITUD","LTRENDIDX","M","2019-12",99.99458,
"ISR","CLI","AMPLITUD","LTRENDIDX","M","2020-01",99.82281,
"ISR","CLI","AMPLITUD","LTRENDIDX","M","2020-02",99.57008,
"ISR","CLI","AMPLITUD","LTRENDIDX","M","2020-03",93.84212,
"ISR","CLI","AMPLITUD","LTRENDIDX","M","2020-04",91.97838,
"ISR","CLI","AMPLITUD","LTRENDIDX","M","2020-05",93.2038,
"ISR","CLI","AMPLITUD","LTRENDIDX","M","2020-06",93.40904,
"ISR","CLI","AMPLITUD","LTRENDIDX","M","2020-07",93.48088,
"ISR","CLI","AMPLITUD","LTRENDIDX","M","2020-08",93.49207,
"ISR","CLI","AMPLITUD","LTRENDIDX","M","2020-09",93.57502,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2019-01",99.85558,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2019-02",99.72409,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2019-03",99.61494,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2019-04",99.51707,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2019-05",99.42892,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2019-06",99.35049,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2019-07",99.2887,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2019-08",99.24996,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2019-09",99.25032,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2019-10",99.2842,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2019-11",99.3354,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2019-12",99.38186,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2020-01",99.40199,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2020-02",99.38361,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2020-03",97.45643,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2020-04",92.94222,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2020-05",94.48206,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2020-06",96.71966,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2020-07",97.94318,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2020-08",98.41529,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2020-09",98.70121,
"MEX","CLI","AMPLITUD","LTRENDIDX","M","2019-01",99.80547,
"MEX","CLI","AMPLITUD","LTRENDIDX","M","2019-02",99.72968,
"MEX","CLI","AMPLITUD","LTRENDIDX","M","2019-03",99.7401,
"MEX","CLI","AMPLITUD","LTRENDIDX","M","2019-04",99.81958,
"MEX","CLI","AMPLITUD","LTRENDIDX","M","2019-05",99.75728,
"MEX","CLI","AMPLITUD","LTRENDIDX","M","2019-06",99.58619,
"MEX","CLI","AMPLITUD","LTRENDIDX","M","2019-07",99.42934,
"MEX","CLI","AMPLITUD","LTRENDIDX","M","2019-08",99.33936,
"MEX","CLI","AMPLITUD","LTRENDIDX","M","2019-09",99.35324,
"MEX","CLI","AMPLITUD","LTRENDIDX","M","2019-10",99.46478,
"MEX","CLI","AMPLITUD","LTRENDIDX","M","2019-11",99.61614,
"MEX","CLI","AMPLITUD","LTRENDIDX","M","2019-12",99.73385,
"MEX","CLI","AMPLITUD","LTRENDIDX","M","2020-01",99.70967,
"MEX","CLI","AMPLITUD","LTRENDIDX","M","2020-02",99.48267,
"MEX","CLI","AMPLITUD","LTRENDIDX","M","2020-03",98.65121,
"MEX","CLI","AMPLITUD","LTRENDIDX","M","2020-04",98.40633,
"MEX","CLI","AMPLITUD","LTRENDIDX","M","2020-05",98.8597,
"RUS","CLI","AMPLITUD","LTRENDIDX","M","2019-01",100.3686,
"RUS","CLI","AMPLITUD","LTRENDIDX","M","2019-02",100.355,
"RUS","CLI","AMPLITUD","LTRENDIDX","M","2019-03",100.3821,
"RUS","CLI","AMPLITUD","LTRENDIDX","M","2019-04",100.4183,
"RUS","CLI","AMPLITUD","LTRENDIDX","M","2019-05",100.4338,
"RUS","CLI","AMPLITUD","LTRENDIDX","M","2019-06",100.4234,
"RUS","CLI","AMPLITUD","LTRENDIDX","M","2019-07",100.4001,
"RUS","CLI","AMPLITUD","LTRENDIDX","M","2019-08",100.3732,
"RUS","CLI","AMPLITUD","LTRENDIDX","M","2019-09",100.3518,
"RUS","CLI","AMPLITUD","LTRENDIDX","M","2019-10",100.3148,
"RUS","CLI","AMPLITUD","LTRENDIDX","M","2019-11",100.2336,
"RUS","CLI","AMPLITUD","LTRENDIDX","M","2019-12",100.0724,
"RUS","CLI","AMPLITUD","LTRENDIDX","M","2020-01",99.81139,
"RUS","CLI","AMPLITUD","LTRENDIDX","M","2020-02",99.48106,
"RUS","CLI","AMPLITUD","LTRENDIDX","M","2020-03",98.10114,
"RUS","CLI","AMPLITUD","LTRENDIDX","M","2020-04",91.08311,
"RUS","CLI","AMPLITUD","LTRENDIDX","M","2020-05",93.07309,
"RUS","CLI","AMPLITUD","LTRENDIDX","M","2020-06",97.94541,
"RUS","CLI","AMPLITUD","LTRENDIDX","M","2020-07",98.71908,
"RUS","CLI","AMPLITUD","LTRENDIDX","M","2020-08",98.7726,
"RUS","CLI","AMPLITUD","LTRENDIDX","M","2020-09",98.84113,
"SWE","CLI","AMPLITUD","LTRENDIDX","M","2019-01",99.65443,
"SWE","CLI","AMPLITUD","LTRENDIDX","M","2019-02",99.56224,
"SWE","CLI","AMPLITUD","LTRENDIDX","M","2019-03",99.50833,
"SWE","CLI","AMPLITUD","LTRENDIDX","M","2019-04",99.47752,
"SWE","CLI","AMPLITUD","LTRENDIDX","M","2019-05",99.43265,
"SWE","CLI","AMPLITUD","LTRENDIDX","M","2019-06",99.3672,
"SWE","CLI","AMPLITUD","LTRENDIDX","M","2019-07",99.27698,
"SWE","CLI","AMPLITUD","LTRENDIDX","M","2019-08",99.17779,
"SWE","CLI","AMPLITUD","LTRENDIDX","M","2019-09",99.07951,
"SWE","CLI","AMPLITUD","LTRENDIDX","M","2019-10",98.99215,
"SWE","CLI","AMPLITUD","LTRENDIDX","M","2019-11",98.92217,
"SWE","CLI","AMPLITUD","LTRENDIDX","M","2019-12",98.86257,
"SWE","CLI","AMPLITUD","LTRENDIDX","M","2020-01",98.79967,
"SWE","CLI","AMPLITUD","LTRENDIDX","M","2020-02",98.70768,
"SWE","CLI","AMPLITUD","LTRENDIDX","M","2020-03",97.69713,
"SWE","CLI","AMPLITUD","LTRENDIDX","M","2020-04",95.27537,
"SWE","CLI","AMPLITUD","LTRENDIDX","M","2020-05",95.57567,
"SWE","CLI","AMPLITUD","LTRENDIDX","M","2020-06",96.7348,
"SWE","CLI","AMPLITUD","LTRENDIDX","M","2020-07",97.42365,
"SWE","CLI","AMPLITUD","LTRENDIDX","M","2020-08",97.90774,
"SWE","CLI","AMPLITUD","LTRENDIDX","M","2020-09",98.28304,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2019-01",100.1894,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2019-02",100.0964,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2019-03",100.0097,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2019-04",99.92719,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2019-05",99.84779,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2019-06",99.77047,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2019-07",99.70579,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2019-08",99.66326,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2019-09",99.64185,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2019-10",99.62901,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2019-11",99.60648,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2019-12",99.55581,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2020-01",99.46787,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2020-02",99.33766,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2020-03",96.61855,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2020-04",91.73571,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2020-05",93.87367,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2020-06",97.08099,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2020-07",97.72787,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2020-08",97.85845,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2020-09",98.00069,
"ISL","CLI","AMPLITUD","LTRENDIDX","M","2019-01",100.1369,
"ISL","CLI","AMPLITUD","LTRENDIDX","M","2019-02",99.93369,
"ISL","CLI","AMPLITUD","LTRENDIDX","M","2019-03",99.72048,
"ISL","CLI","AMPLITUD","LTRENDIDX","M","2019-04",99.51121,
"ISL","CLI","AMPLITUD","LTRENDIDX","M","2019-05",99.32448,
"ISL","CLI","AMPLITUD","LTRENDIDX","M","2019-06",99.16903,
"ISL","CLI","AMPLITUD","LTRENDIDX","M","2019-07",99.05244,
"ISL","CLI","AMPLITUD","LTRENDIDX","M","2019-08",98.95719,
"ISL","CLI","AMPLITUD","LTRENDIDX","M","2019-09",98.86706,
"ISL","CLI","AMPLITUD","LTRENDIDX","M","2019-10",98.76185,
"ISL","CLI","AMPLITUD","LTRENDIDX","M","2019-11",98.63519,
"ISL","CLI","AMPLITUD","LTRENDIDX","M","2019-12",98.48064,
"ISL","CLI","AMPLITUD","LTRENDIDX","M","2020-01",98.30526,
"ISL","CLI","AMPLITUD","LTRENDIDX","M","2020-02",98.1194,
"ISL","CLI","AMPLITUD","LTRENDIDX","M","2020-03",95.97886,
"ISL","CLI","AMPLITUD","LTRENDIDX","M","2020-04",92.95067,
"ISL","CLI","AMPLITUD","LTRENDIDX","M","2020-05",92.76416,
"ISL","CLI","AMPLITUD","LTRENDIDX","M","2020-06",93.11088,
"ISL","CLI","AMPLITUD","LTRENDIDX","M","2020-07",94.34885,
"ISL","CLI","AMPLITUD","LTRENDIDX","M","2020-08",94.63049,
"ISL","CLI","AMPLITUD","LTRENDIDX","M","2020-09",94.6285,
